       19332           1
         2   0.6465325217477353E-02  -0.6120662273550516E-01   0.1681433000000000E-03   0.1681433000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.6888038894870113E-02  -0.6162592275699962E-01   0.1558171000000000E-03   0.1558171000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8827488367517624E-02  -0.6162718718995314E-01   0.1510841000000000E-03   0.1510841000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.6542146444994552E-02  -0.6156614197644528E-01   0.1961805000000000E-03   0.1961805000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8476048424615211E-02  -0.6162337611188645E-01   0.1581366000000000E-03   0.1581366000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8146201345861061E-02  -0.6160652823082279E-01   0.1733378000000000E-03   0.1733378000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9419313222172071E-02  -0.6157950190763491E-01   0.2017707000000000E-03   0.2017707000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1039096020317427E-01  -0.6128947157652925E-01   0.2456152000000000E-03   0.2456152000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1247819802669111E-01  -0.6162147579679991E-01   0.1590351000000000E-03   0.1590351000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4869523749877977E-02  -0.6135612732924244E-01   0.2011168000000000E-03   0.2011168000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8659454776788665E-02  -0.6135019575572202E-01   0.1727329000000000E-03   0.1727329000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1237309072245275E-01  -0.6133047629544195E-01   0.1507527000000000E-03   0.1507527000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1353291477116130E-01  -0.6163076073429599E-01   0.1500583000000000E-03   0.1500583000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3960110967437582E-01  -0.6131869750153219E-01   0.4615390000000000E-03   0.4615390000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9078719866606803E-02  -0.6127969389956378E-01   0.2533035000000000E-03   0.2533035000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1388514447400108E-01  -0.6140828070463872E-01   0.2676119000000000E-03   0.2676119000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9899878392535465E-02  -0.6149445154985973E-01   0.2873123000000000E-03   0.2873123000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1067922560957407E-01  -0.6160104009080359E-01   0.1795306000000000E-03   0.1795306000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1211923365963503E-01  -0.6157708324412930E-01   0.2033282000000000E-03   0.2033282000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1434883716931211E-01  -0.6155946282501720E-01   0.2211504000000000E-03   0.2211504000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3934512722038874E-01  -0.6024489630802828E-01   0.1567708000000000E-03   0.1567708000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9520259269448059E-02  -0.6119817161238786E-01   0.1935355000000000E-03   0.1935355000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1078396426811651E-01  -0.6122232079339242E-01   0.1530871000000000E-03   0.1530871000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1239671668367700E-01  -0.6093106594178885E-01   0.2497183000000000E-03   0.2497183000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3912776300311631E-01  -0.6092863697403769E-01   0.1515500000000000E-03   0.1515500000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4492223610499858E-01  -0.6155922561067479E-01   0.2219247000000000E-03   0.2219247000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.7366115209744822E-02  -0.6131628321991620E-01   0.1503453000000000E-03   0.1503453000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9113925018773691E-02  -0.6087822629913075E-01   0.1503038000000000E-03   0.1503038000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1113354173692689E-01  -0.6149178136288968E-01   0.2882922000000000E-03   0.2882922000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1166941056165464E-01  -0.6153104263946056E-01   0.2495326000000000E-03   0.2495326000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3921165480329192E-01  -0.6058167427665722E-01   0.2055282000000000E-03   0.2055282000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8713956680041135E-02  -0.6092875224474322E-01   0.2536676000000000E-03   0.2536676000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1000879171395823E-01  -0.6096565363115689E-01   0.2546021000000000E-03   0.2546021000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1157653371884340E-01  -0.6106757845841566E-01   0.2238855000000000E-03   0.2238855000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.2802779755341348E-01  -0.6156083102047672E-01   0.2197889000000000E-03   0.2197889000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4032940748550727E-01  -0.6149254919670933E-01   0.2884697000000000E-03   0.2884697000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.2043513962843674E-03  -0.6143827701611414E-01   0.2189821000000000E-03   0.2189821000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4495287016353515E-02  -0.6155710136936657E-01   0.2245205000000000E-03   0.2245205000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8285228517967716E-02  -0.6121657552949551E-01   0.2234608000000000E-03   0.2234608000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9485563461599926E-02  -0.6020254798777015E-01   0.2140589000000000E-03   0.2140589000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1061842838027250E-01  -0.6075473027559439E-01   0.3362093000000000E-03   0.3362093000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1195728383244388E-01  -0.6090395921650466E-01   0.1916302000000000E-03   0.1916302000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1772375885922979E-01  -0.6162993396333911E-01   0.1512069000000000E-03   0.1512069000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4013646839236921E-01  -0.6091846111143075E-01   0.1983245000000000E-03   0.1983245000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4367794334032451E-01  -0.6157096271097916E-01   0.2057490000000000E-03   0.2057490000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.7212915450707291E-02  -0.6159791769700226E-01   0.1708458000000000E-03   0.1708458000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.8987936234658968E-02  -0.6041616053983795E-01   0.3290364000000000E-03   0.3290364000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9517303113966520E-02  -0.6072230649396059E-01   0.2831382000000000E-03   0.2831382000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1322041398888087E-01  -0.6075859348257185E-01   0.1572587000000000E-03   0.1572587000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3934902239442932E-01  -0.5988026206074788E-01   0.2084123000000000E-03   0.2084123000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4076133979791086E-01  -0.6161862840729641E-01   0.1624494000000000E-03   0.1624494000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4311524694974730E-01  -0.6148506066854770E-01   0.2916878000000000E-03   0.2916878000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.4553582279940173E-01  -0.6135263604198828E-01   0.4266740000000000E-03   0.4266740000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.7721522077488154E-02  -0.6152025360392555E-01   0.2611248000000000E-03   0.2611248000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.9737136066337476E-02  -0.5980762508083910E-01   0.2519645000000000E-03   0.2519645000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1004664845671426E-01  -0.6034699723641541E-01   0.3671571000000000E-03   0.3671571000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1164592694886714E-01  -0.6057161533084469E-01   0.2637755000000000E-03   0.2637755000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1361427869830636E-01  -0.6096733379814767E-01   0.2504180000000000E-03   0.2504180000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.1862163897723129E-01  -0.6133588021873701E-01   0.4448073000000000E-03   0.4448073000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.2460225458525963E-01  -0.6155701361702635E-01   0.2242573000000000E-03   0.2242573000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.2840149566799657E-01  -0.6161965966576703E-01   0.1593542000000000E-03   0.1593542000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3356477929318238E-01  -0.6153715691914533E-01   0.2449337000000000E-03   0.2449337000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3561708956216183E-01  -0.6157182490928757E-01   0.2085472000000000E-03   0.2085472000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3829055264658819E-01  -0.6137502700914672E-01   0.4069126000000000E-03   0.4069126000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
         2   0.3977596355643993E-01  -0.5978404908501355E-01   0.2312741000000000E-03   0.2312741000000000E-03   0.1401298464324817E-44   0.1401298464324817E-44
